Date,AGRO3,ALUP4,BALM3,BBAS3,BBDC3,BMIN4,CEAB3,CEEB3,CMIG4,CSMG3,ENGI4,GGBR4,ITSA4,ITUB3,PETR3,SAPR4,SBSP3,SOJA3,TAEE4,VALE3,BVSP,selic,selic_m,selic_w,e_AGRO3,e_ALUP4,e_BALM3,e_BBAS3,e_BBDC3,e_BMIN4,e_CEAB3,e_CEEB3,e_CMIG4,e_CSMG3,e_ENGI4,e_GGBR4,e_ITSA4,e_ITUB3,e_PETR3,e_SAPR4,e_SBSP3,e_SOJA3,e_TAEE4,e_VALE3,e_BVSP
2022-03-31,-0.030600374841526,0.06556025619079708,-0.0917848982870777,-0.01459039822550734,0.06852385336717903,-0.11839305632179498,0.06369196142678835,0.06968832718327844,0.1725079852645215,-0.033707046268903085,0.15110648713109032,0.19073068786161818,0.07032263541063477,0.0779615414697119,-0.03156238093329877,0.027195717157979304,0.14161860646592483,-0.04955010913654201,0.10854452242671053,0.0353453840189788,0.05883974244114931,0.00043739,3.6441861728242486e-05,8.409542530785075e-06,-0.030636816703254244,0.06552381432906884,-0.09182134014880594,-0.014626840087235582,0.06848741150545079,-0.11842949818352322,0.0636555195650601,0.0696518853215502,0.17247154340279325,-0.03374348813063133,0.15107004526936207,0.19069424599988993,0.07028619354890653,0.07792509960798366,-0.031598822795027015,0.027159275296251062,0.1415821646041966,-0.04958655099827025,0.10850808056498229,0.035308942157250556,0.05880330057942107
2022-05-31,-0.058457223072783115,0.010084153005330165,-0.039434063954564724,0.09744236914764803,0.12409732090747383,-0.026541220326659065,-0.3424260580565215,-0.005540201451290638,0.03186584115289692,-0.014006832725990126,-0.068105979698863,0.042008285914902466,0.040431054605393424,0.10933666030581435,-0.00539732384943159,0.020305246499891405,0.027684195939309486,0.04265515348828597,-0.08984472853938552,0.03445766466280542,0.03170495500552484,0.00047279,3.9390631625835226e-05,9.090008045165021e-06,-0.05849661370440895,0.01004476237370433,-0.03947345458619056,0.0974029785160222,0.124057930275848,-0.0265806109582849,-0.3424654486881473,-0.005579592082916474,0.03182645052127109,-0.014046223357615961,-0.06814537033048884,0.04196889528327663,0.04039166397376759,0.10929726967418851,-0.005436714481057425,0.02026585586826557,0.02764480530768365,0.04261576285666013,-0.08988411917101136,0.034418274031179585,0.031665564373899
2022-06-30,-0.27384610038633683,-0.03748309699203789,0.0,-0.09263755984647881,-0.16029107919895136,-0.04225983673374811,-0.30171359025684286,0.03948779187933349,-0.11542535297145884,-0.15638031524206308,-0.10950624445989487,-0.2663144891768554,-0.13965774339094872,-0.13710921061525783,-0.08531809353129294,-0.05952598410636001,-0.08213826352219167,-0.26141228701807906,-0.04233439549678231,-0.11871145434619645,-0.12220452111835023,0.00049037,4.085498520245423e-05,9.427925364180467e-06,-0.2738869553715393,-0.037523951977240344,-4.085498520245423e-05,-0.09267841483168127,-0.1603319341841538,-0.04230069171895057,-0.3017544452420453,0.039446936894131035,-0.1154662079566613,-0.15642117022726554,-0.10954709944509733,-0.26635534416205786,-0.13969859837615117,-0.13715006560046028,-0.08535894851649539,-0.05956683909156246,-0.08217911850739412,-0.2614531420032815,-0.04237525048198476,-0.11875230933139891,-0.12224537610355268
2022-08-31,0.17716725347040185,0.04952573869842869,-0.07232063200832917,0.14757596730793443,0.0904608369220008,-0.025898556723177535,0.1392976801571677,0.02789467942833035,0.07372657513818259,0.11778303565638337,-0.010929059852906375,-0.04772778756775997,0.05850940118244252,0.08775071771702647,0.005665713044810783,-0.057629123612617406,0.0955747832652003,0.1526851303276877,0.032982088847144375,-0.07825219689974805,0.05980492462496123,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,0.1771249399858279,0.04948342521385474,-0.07236294549290312,0.14753365382336048,0.09041852343742685,-0.025940870207751487,0.13925536667259375,0.027852365943756396,0.07368426165360864,0.11774072217180942,-0.010971373337480328,-0.047770101052333924,0.05846708769786857,0.08770840423245252,0.00562339956023683,-0.05767143709719136,0.09553246978062635,0.15264281684311376,0.03293977536257042,-0.078294510384322,0.05976261114038728
2022-09-30,0.05303762886243302,-0.023380488386460563,-0.12405261268226964,-0.07908366013845036,0.029239987869385864,0.07367948778595768,0.015361270533752025,-0.01196722229656011,-0.11736980664459296,-0.022472870301669445,-0.00550971624431118,0.04690979474785051,0.06146002754280255,0.06046527673480684,-0.11657300953972527,-0.01136374787433403,0.009113925328669836,-0.019386695131198728,-0.061706672502647386,0.11055630921462622,0.004682100009059553,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,0.052995315377859065,-0.023422801871034515,-0.12409492616684359,-0.07912597362302431,0.02919767438481191,0.07363717430138372,0.015318957049178072,-0.012009535781134062,-0.11741212012916691,-0.022515183786243398,-0.005552029728885133,0.046867481263276556,0.0614177140582286,0.060422963250232886,-0.11661532302429922,-0.011406061358907982,0.009071611844095884,-0.01942900861577268,-0.06174898598722134,0.11051399573005227,0.004639786524485601
2022-10-31,-0.004646583085278877,0.011758459540078814,0.046091105579199265,-0.0397192793030583,0.02003101482454106,-0.11813124385771623,-0.0825865886023669,-0.011858279571536734,0.05514262990359109,0.15154989022506982,0.14861048565209312,0.052213391036433965,0.09876118721444582,0.07768511065666228,0.005426497791946261,0.0953101550335631,0.1920190131849675,0.03918932242737805,0.030213750300396747,-0.07059053598006937,0.05309243289370613,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,-0.0046888965698528295,0.011716146055504861,0.04604879209462531,-0.03976159278763225,0.019988701339967108,-0.11817355734229018,-0.08262890208694085,-0.011900593056110687,0.05510031641901714,0.15150757674049586,0.14856817216751916,0.05217107755186001,0.09871887372987187,0.07764279717208833,0.005384184307372308,0.09526784154898915,0.19197669970039355,0.039147008942804096,0.030171436815822794,-0.07063284946464332,0.05305011940913218
2022-11-30,-0.1043999213317206,-0.031303121635683606,0.0,-0.048142122972497425,-0.19004354957422853,0.018634061607444963,-0.24236691821132295,-0.049424922055413045,0.009628120741831836,0.028243246736963545,-0.13625615494609522,0.20377274848082028,-0.09486327973386777,-0.12113248000871435,-0.0902418364550126,-0.01307206934493732,0.003156451534545468,-0.2066142603987675,-0.13950156428490068,0.24433849719282108,-0.031080336308741963,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,-0.10444223481629455,-0.03134543512025756,-4.2313484573952564e-05,-0.04818443645707138,-0.19008586305880248,0.01859174812287101,-0.2424092316958969,-0.049467235539987,0.009585807257257883,0.028200933252389593,-0.13629846843066917,0.20373043499624632,-0.09490559321844172,-0.1211747934932883,-0.09028414993958656,-0.013114382829511273,0.0031141380499715154,-0.20665657388334147,-0.13954387776947463,0.24429618370824713,-0.031122649793315915
2023-01-31,-0.0053547601813321855,-0.006302563058490751,-0.053109858199269055,0.15862425761864873,-0.06518216220138884,-0.020556525378710777,0.26337150600973036,-0.0425048268381758,0.02832047737012866,-0.0692660080165548,-0.02583414642634474,0.1086238063131959,0.002347397318019695,-0.01565412892051743,0.049401285140370454,-0.036266209531061744,-0.026592597035863363,0.08299697312994159,0.06158357608318976,0.06141855718095002,0.03132259123935732,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,-0.005397073665906138,-0.006344876543064704,-0.05315217168384301,0.15858194413407478,-0.06522447568596279,-0.02059883886328473,0.2633291925251564,-0.042547140322749755,0.028278163885554708,-0.06930832150112876,-0.025876459910918692,0.10858149282862195,0.0023050838334457424,-0.015696442405091382,0.0493589716557965,-0.036308523015635696,-0.026634910520437316,0.08295465964536763,0.06154126259861581,0.061376243696376065,0.03128027775478337
2023-02-28,-0.138722168432877,-0.04306381349349353,-0.06575135904483265,-0.00987666117285313,-0.0808353762464753,0.04952248551069083,-0.38882580494701846,-0.017788817749407215,-0.08939404168421872,-0.02910808883068139,-0.09228450770135899,-0.1341424190664373,-0.03580339667392485,0.007857743914957638,-0.024395612714160908,-0.03174866772568663,-0.07283732121083775,0.06010390719051406,-0.041191983773110064,-0.10229678158387401,-0.07877221419620106,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,-0.13876448191745094,-0.04310612697806748,-0.0657936725294066,-0.009918974657427082,-0.08087768973104925,0.049480172026116875,-0.3888681184315924,-0.017831131233981168,-0.08943635516879267,-0.02915040231525534,-0.09232682118593294,-0.13418473255101127,-0.0358457101584988,0.007815430430383685,-0.02443792619873486,-0.03179098121026058,-0.0728796346954117,0.06006159370594011,-0.041234297257684016,-0.10233909506844796,-0.07881452768077502
2023-03-31,-0.07357434315125788,-0.0033056220541514136,-0.039609195145290155,-0.02997324564769155,0.017880427974304336,-0.14637229533663731,0.32294408018973086,0.030860899316760282,0.08764741791264452,0.10092024481538031,0.04576443576928102,-0.0752558207500047,-0.0012158266132997753,-0.030858007899438267,-0.08187047259969216,0.06252036333746758,-0.022275234859591375,-0.005012576967322158,-0.018676286741528436,-0.060763798426962445,-0.029497240457175167,0.00050788,4.2313484573952564e-05,9.764491376351714e-06,-0.07361665663583183,-0.003347935538725366,-0.03965150862986411,-0.0300155591322655,0.017838114489730383,-0.14641460882121127,0.3229017667051569,0.03081858583218633,0.08760510442807057,0.10087793133080636,0.04572212228470707,-0.07529813423457865,-0.0012581400978737278,-0.03090032138401222,-0.08191278608426611,0.062478049852893625,-0.022317548344165328,-0.00505489045189611,-0.01871860022610239,-0.0608061119115364,-0.02953955394174912
